y_true,y_pred,residual
0.15,-0.22161913,0.3716191291809082
0.2,0.0016467038,0.19835329619236292
0.29,-0.075703956,0.3657039561867714
0.25,-0.05736991,0.3073699101805687
0.32,-0.016262375,0.33626237481832505
0.05,-0.30190164,0.351901638507843
0.76,0.34889236,0.41110763907432557
0.21,-0.1167521,0.32675210297107693
0.18,-0.0860872,0.2660871970653534
0.3,-0.050810456,0.35081045627593993
0.25,-0.11935611,0.36935611069202423
0.57,0.21713613,0.3528638702630996
0.28,-0.06744172,0.3474417167901993
0.37,0.0713176,0.2986824017763138
0.34,0.024754278,0.3152457216382027
0.16,-0.17674726,0.3367472624778748
0.38,-0.032739412,0.41273941203951836
0.51,0.13621041,0.37378958821296693
0.54,0.2880087,0.25199131011962894
0.27,-0.045080014,0.3150800135731697
0.36,0.011860352,0.34813964799046515
0.18,-0.113372356,0.2933723556995392
0.24,-0.055001885,0.2950018846988678
0.28,0.017923348,0.26207665234804156
0.38,0.02837064,0.35162936069071293
0.18,-0.16584265,0.3458426523208618
0.27,-0.05411751,0.32411750823259355
0.36,0.0121234115,0.3478765884786844
0.6,0.30954075,0.29045925140380857
0.56,0.1825782,0.37742179393768316
0.32,-0.071535856,0.3915358555316925
0.18,-0.10263916,0.28263916105031966
0.11,-0.20727545,0.31727545022964476
0.31,-0.03784168,0.34784168139100075
0.28,0.019745154,0.2602548456937075
0.2,-0.23997927,0.43997926712036134
0.4,-0.019213688,0.41921368762850764
0.47,0.09039744,0.3796025601029396
0.34,-0.098910525,0.43891052544116976
0.44,0.08535308,0.3546469235420227
0.28,-0.11462195,0.3946219521760941
0.34,-0.018231235,0.35823123544454577
0.12,-0.09872745,0.21872744977474212
0.34,-0.10687943,0.4468794280290604
0.32,-0.09399529,0.41399528801441193
0.27,0.020061579,0.24993842139840128
0.58,0.17749046,0.40250954210758205
0.27,-0.070085414,0.3400854137539864
0.39,0.07649313,0.31350687086582185
0.42,0.060040154,0.35995984643697737
0.63,0.22782162,0.40217838168144227
0.34,-0.027377937,0.367377936989069
0.43,-0.0012142155,0.4312142155319452
0.4,0.08641174,0.3135882630944252
0.08,-0.31137282,0.3913728165626526
0.27,-0.15634832,0.426348317861557
0.16,-0.10086693,0.2608669286966324
0.6,0.12222482,0.47777517735958097
0.18,-0.16333231,0.34333231329917907
0.28,-0.05939813,0.3393981295824051
0.2,-0.03252577,0.23252577036619188
0.23,-0.07818421,0.30818420976400374
0.32,0.06975949,0.2502405118942261
0.43,0.13901968,0.2909803169965744
0.25,-0.03990594,0.28990593925118446
0.41,0.12571715,0.28428285181522367
0.33,-0.05354621,0.38354620888829233
0.35,0.010612305,0.33938769474625585
0.34,-0.03472516,0.374725159406662
0.39,5.1971525e-05,0.38994802847504617
0.48,0.1613333,0.31866670727729796
0.47,0.11458657,0.3554134306311607
0.04,-0.30271083,0.3427108311653137
0.61,0.20392223,0.40607777297496794
0.55,0.19739649,0.3526035130023957
0.32,-0.12935649,0.4493564885854721
0.2,0.03517004,0.1648299589753151
0.23,-0.05957482,0.2895748201012611
0.15,-0.09444408,0.24444408118724822
0.51,0.15967655,0.35032344818115235
0.33,-0.05086393,0.3808639290928841
0.55,0.20676039,0.3432396084070206
0.33,-0.07432929,0.404329286813736
0.32,-0.056518562,0.3765185621380806
0.29,-0.010199339,0.3001993391290307
0.15,-0.22896993,0.37896993160247805
0.06,-0.29146045,0.35146045446395874
0.3,-0.011330663,0.31133066322654485
0.28,-0.107510194,0.38751019418239596
0.12,-0.16862817,0.28862817108631134
0.15,-0.17626217,0.32626217007637026
0.58,0.27908856,0.30091144323348995
0.39,0.08314412,0.3068558791279793
0.01,-0.28450742,0.2945074236392975
0.07,-0.24388498,0.31388498067855836
0.15,-0.191779,0.3417790025472641
0.42,0.109088376,0.31091162383556364
0.58,0.15474035,0.42525965154170986
0.46,0.022077313,0.4379226873070002
0.28,-0.08204215,0.3620421501994133
0.24,-0.092019886,0.3320198857784271
0.03,-0.30017525,0.33017524957656863
0.38,0.037815325,0.3421846750378609
0.21,-0.19985309,0.40985309243202206
0.35,-0.028263878,0.3782638780772686
0.42,0.081566155,0.33843384504318236
0.34,-0.098959275,0.43895927459001544
0.17,-0.13305178,0.30305178284645085
0.28,-0.073871486,0.353871485888958
0.56,0.20142758,0.3585724210739136
0.61,0.2118724,0.398127601146698
0.24,-0.038118385,0.2781183847784996
0.48,0.10258327,0.37741673320531843
0.19,-0.21525005,0.40525004506111145
0.02,-0.30079377,0.32079376697540285
0.41,0.003797751,0.4062022490799427
0.08,-0.25383472,0.33383472442626955
0.59,0.1968221,0.39317789316177365
0.71,0.16039018,0.5496098166704178
0.41,0.03494891,0.37505108848214147
0.44,0.05987092,0.3801290789246559
0.21,-0.21283147,0.4228314673900604
0.37,0.0054648053,0.36453519470989704
0.62,0.27684253,0.34315746545791626
0.14,-0.18568128,0.3256812834739685
0.5,0.11840159,0.38159841299057007
0.56,0.23254943,0.3274505710601807
0.46,0.07424137,0.38575863003730776
0.24,-0.15870267,0.39870267152786254
0.22,-0.096265,0.3162650030851364
0.2,-0.01950099,0.2195009894669056
0.34,0.022750016,0.3172499836981297
0.3,0.112147845,0.18785215467214583
0.02,-0.21482787,0.23482786536216735
0.34,-0.008459959,0.348459959179163
0.24,-0.122056015,0.3620560148358345
0.18,-0.21076766,0.3907676565647125
0.21,-0.121731825,0.3317318251729011
0.65,0.13828334,0.5117166578769684
0.48,0.14913124,0.3308687615394592
0.32,-0.036896743,0.3568967428803444
0.25,-0.010666463,0.2606664625927806
0.42,0.15507068,0.26492932260036467
0.16,-0.24298522,0.40298521876335147
0.33,-0.03348522,0.36348521888256075
0.47,-0.028647196,0.4986471955478191
0.15,-0.14637737,0.296377369761467
0.27,-0.08529511,0.35529511094093325
0.02,-0.26448128,0.28448127627372743
0.27,0.019353967,0.2506460328400135
0.41,0.042780023,0.36721997693181035
0.21,-0.07307134,0.2830713382363319
0.42,0.08709751,0.3329024893045425
0.74,0.4060657,0.3339342975616455
0.36,0.044438325,0.31556167513132094
0.37,0.0022191799,0.36778082012198865
0.39,-0.0033696017,0.3933696016762406
0.23,-0.04546753,0.2754675294458866
0.08,-0.27279118,0.35279117703437807
0.5,0.13175476,0.3682452440261841
0.1,-0.110585526,0.2105855256319046
0.44,0.031473175,0.40852682530879975
0.26,-0.08075221,0.3407522088289261
0.53,0.18480441,0.3451955902576447
0.37,-0.015581062,0.3855810620635748
0.32,-0.052798152,0.3727981519699097
0.14,-0.15788877,0.2978887701034546
0.58,0.18171257,0.39828743219375606
0.34,-0.02468455,0.3646845502406359
0.28,-0.031639706,0.3116397063434124
0.69,0.33459985,0.35540014743804926
0.35,0.014603195,0.3353968052193522
0.24,-0.109246545,0.3492465445399284
0.55,0.19923744,0.35076256394386296
0.47,0.19469886,0.2753011447191238
0.43,-0.017756872,0.4477568718791008
0.38,0.050614268,0.32938573241233826
0.53,0.21508005,0.314919947385788
0.39,-0.023365617,0.4133656167984009
0.28,-0.01495737,0.294957370236516
0.12,-0.20945147,0.32945146679878234
0.49,0.16875792,0.3212420845031738
0.38,-0.02307656,0.40307656034827233
0.17,-0.18019424,0.3501942437887192
0.42,0.17198399,0.24801601290702818
0.76,0.30527073,0.4547292685508728
0.02,-0.2632016,0.2832015943527222
0.41,0.1172306,0.29276939839124677
0.21,-0.022597032,0.23259703166782855
0.47,0.16558415,0.304415853023529
0.05,-0.29272997,0.3427299737930298
0.11,-0.27339488,0.3833948826789856
0.14,-0.19995144,0.3399514400959015
0.48,0.14609465,0.3339053499698639
0.4,0.028814,0.37118600085377695
0.26,-0.07399935,0.3339993527531624
0.56,0.2425805,0.3174194967746735
0.59,0.1652058,0.4247941935062408
0.17,-0.14632039,0.31632038772106175
0.57,0.25346076,0.3165392351150512
0.34,-0.072843306,0.4128433057665825
0.28,-0.065592855,0.34559285521507266
0.3,-0.08220811,0.38220811188220977
0.02,-0.2972615,0.31726150631904604
0.39,-0.038296793,0.42829679265618326
0.6,0.18682086,0.4131791353225708
0.13,-0.2352381,0.36523810505867005
0.46,0.20714658,0.25285341501235964
0.46,0.066546954,0.3934530457854271
0.53,0.3390789,0.19092109680175784
0.36,0.013371879,0.34662812076509
0.82,0.2536465,0.5663535070419311
0.19,-0.2088379,0.3988378965854645
0.19,-0.19233939,0.38233939051628113
0.21,-0.08567807,0.2956780707836151
0.34,0.043604236,0.2963957639038563
0.55,0.2237431,0.3262569040060044
0.33,-0.029274967,0.35927496656775476
0.21,0.0030145533,0.20698544666171073
0.35,-0.013521145,0.36352114509791134
0.32,-0.049914706,0.3699147064983845
0.29,-0.098050416,0.38805041551589964
0.2,-0.09270938,0.29270937740802766
0.86,0.51912594,0.34087406158447264
0.43,-0.018551333,0.44855133287608623
0.41,0.0707844,0.3392156025767326
0.36,-0.005923435,0.36592343509197234
0.34,-0.020387338,0.3603873384743929
0.45,0.05428175,0.3957182511687279
0.58,0.11661181,0.46338819146156307
0.46,0.00945685,0.4505431503430009
0.43,0.031180846,0.3988191544264555
0.31,-0.036865696,0.346865696310997
0.26,-0.101356775,0.36135677456855775
0.32,0.073264055,0.24673594504594804
0.66,0.36943364,0.2905663585662842
0.46,0.17791332,0.2820866769552231
0.31,0.020229038,0.2897709621489048
0.22,-0.17988029,0.399880291223526
0.28,-0.09501622,0.37501621872186663
0.51,0.18763801,0.3223619854450226
0.41,0.06273992,0.34726007640361783
0.34,-0.013934496,0.3539344958588481
0.35,-0.044485904,0.394485904276371
0.39,-0.007653322,0.39765332207083703
0.37,0.018471597,0.35152840323746204
0.33,-0.0011259709,0.3311259708553553
0.37,0.084407866,0.28559213399887085
0.35,-0.032317143,0.3823171429336071
0.15,-0.15767667,0.3076766669750214
0.44,0.08220138,0.35779862344264984
0.17,-0.1876786,0.3576786053180695
0.35,-0.10748239,0.4574823886156082
0.39,0.048848502,0.3411514976620674
0.17,-0.11911988,0.2891198825836182
0.51,0.12537253,0.3846274709701538
0.21,-0.14828837,0.35828836917877194
0.5,0.14828916,0.35171084105968475
0.58,0.18718153,0.39281846761703487
0.6,0.25322855,0.34677145481109617
0.25,-0.03210757,0.28210756927728653
0.56,0.14868397,0.4113160347938538
0.41,-0.009700907,0.41970090739428995
0.29,-0.05609952,0.3460995191335678
0.54,0.13047221,0.4095277869701386
0.29,-0.03137736,0.3213773602247238
0.65,0.24232173,0.40767827033996584
0.36,-0.016512673,0.3765126733481884
0.44,0.108638436,0.3313615643978119
0.87,0.5092704,0.36072957038879394
0.36,-0.054033656,0.41403365567326544
0.38,0.013171041,0.36682895861566067
0.44,-0.0031914655,0.44319146551191807
0.02,-0.29635414,0.31635414481163027
0.67,0.3050555,0.3649445009231568
0.09,-0.20080495,0.29080494880676266
0.25,-0.111919925,0.36191992461681366
0.29,-0.1115839,0.4015839034318924
0.37,0.030072369,0.3399276313185692
0.17,-0.16193305,0.33193304955959324
0.72,0.41341877,0.3065812301635742
0.04,-0.30791903,0.34791902542114256
0.27,-0.02087622,0.29087621949613096
0.26,-0.10061918,0.3606191819906235
0.39,0.082985416,0.30701458394527437
0.34,-0.023298522,0.36329852245748046
0.44,0.1387501,0.3012498939037323
0.46,0.13605958,0.32394041776657106
0.42,0.08235297,0.3376470264792442
0.09,-0.2896678,0.37966778516769406
0.57,0.25503623,0.3149637651443481
0.3,0.011345882,0.28865411803126334
0.52,0.06854311,0.4514568936824799
0.04,-0.29933333,0.3393333339691162
0.53,0.13375819,0.3962418127059937
0.16,-0.20750299,0.36750299096107486
0.22,-0.10229412,0.3222941172122955
0.47,0.10741706,0.3625829380750656
0.35,0.0072190706,0.3427809294313192
0.3,-0.020542037,0.32054203674197196
0.34,0.0010607787,0.33893922125920656
0.36,-0.020533321,0.3805333214253187
0.18,-0.13769844,0.3176984417438507
0.22,-0.102660105,0.3226601046323776
0.08,-0.24023451,0.32023450911045076
0.3,-0.027621694,0.32762169390916823
0.44,0.12571532,0.31428468465805054
0.4,0.12175613,0.2782438710331917
0.17,-0.20877959,0.378779588341713
0.42,-0.015296656,0.4352966557070613
0.6,0.221975,0.3780250012874603
0.56,0.11165775,0.44834224641323095
0.28,-0.032851428,0.31285142779350283
0.25,-0.050561517,0.3005615174770355
0.34,0.0034842417,0.3365157583355904
0.42,-0.019030595,0.43903059519827364
0.26,-0.03976956,0.2997695600986481
0.15,-0.21541815,0.36541814506053927
0.22,-0.09905216,0.31905216097831723
0.26,-0.073047206,0.3330472058057785
0.62,0.28022036,0.3397796404361725
0.38,0.0066273706,0.3733726293966174
0.56,0.1425069,0.41749310255050665
0.53,0.30169046,0.22830954074859622
0.31,-0.057855383,0.36785538256168365
0.59,0.26019496,0.32980504274368283
0.04,-0.2613931,0.30139310002326963
0.25,-0.030030683,0.28003068268299103
0.63,0.25396264,0.3760373640060425
0.44,0.17120042,0.2687995755672455
0.19,-0.17921457,0.36921456694602967
0.29,-0.043927904,0.33392790421843527
0.13,-0.2115885,0.3415885019302368
0.33,0.061961967,0.268038032501936
0.39,0.022120573,0.3678794273734093
0.51,0.18820351,0.3217964863777161
0.47,0.011980678,0.4580193220451474
0.27,-0.008904459,0.2789044589549303
0.22,-0.101570055,0.32157005488872525
0.27,-0.05969733,0.3296973299980164
0.66,0.27820674,0.38179326415061954
0.38,0.16342273,0.21657726645469666
0.53,0.19364297,0.3363570261001587
0.61,0.21688409,0.3931159085035324
0.26,0.020638168,0.23936183214187623
0.41,0.107632816,0.30236718416213987
0.25,-0.07605134,0.32605133950710297
0.54,0.18276075,0.3572392547130585
0.34,0.0031100877,0.33688991229049864
0.17,-0.14825256,0.3182525616884232
0.22,-0.04737257,0.26737256839871404
0.34,0.033051398,0.3069486023485661
0.48,0.08598,0.39402000188827513
0.28,-0.06464535,0.34464534997940066
0.75,0.38192707,0.3680729269981384
0.02,-0.2946871,0.31468709230422975
0.5,0.12951826,0.3704817444086075
0.43,0.09982455,0.33017545223236083
0.08,-0.16331524,0.24331523656845094
0.16,-0.15638417,0.31638417005538944
0.48,0.052251935,0.427748064994812
0.27,-0.09047858,0.3604785767197609
0.43,0.13197878,0.29802121996879577
0.22,-0.115448825,0.33544882506132123
0.21,-0.119036935,0.3290369352698326
0.2,-0.03861388,0.23861387819051744
0.58,0.16463679,0.41536320924758907
0.22,-0.078027666,0.29802766561508176
0.27,-0.10780123,0.377801228761673
0.35,-0.023128357,0.3731283567845821
0.38,0.040708248,0.3392917524278164
0.24,-0.0960525,0.33605249762535094
0.17,-0.17851658,0.3485165816545487
0.04,-0.2514489,0.29144889950752256
0.17,-0.18570134,0.35570134043693546
0.5,0.2026518,0.2973482012748718
0.54,0.29805598,0.24194402337074283
0.31,-0.054631256,0.3646312555670738
0.56,0.19737038,0.3626296198368073
0.28,-0.10255963,0.38255963355302813
0.74,0.30986345,0.4301365518569946
0.51,0.13493891,0.37506108939647675
0.32,0.010505203,0.30949479684233666
0.27,-0.14384668,0.41384667575359346
0.34,0.15483975,0.18516024589538577
0.61,0.25603935,0.3539606487751007
0.26,-0.11081225,0.370812246799469
0.68,0.3270772,0.35292279005050664
0.36,-0.05183471,0.41183470994234084
0.37,0.1298421,0.2401578974723816
0.15,-0.18878612,0.338786119222641
0.19,-0.12405573,0.31405572831630707
0.61,0.2605913,0.3494087016582489
0.37,-0.06040965,0.43040965020656585
0.37,0.12922585,0.24077414989471435
0.27,-0.12342851,0.39342850863933565
0.58,0.1385239,0.44147609353065487
0.56,0.13474983,0.42525017023086553
0.26,-0.15993,0.4199300056695938
0.23,-0.16719097,0.3971909689903259
0.34,-0.031756714,0.3717567139863968
0.34,-0.034965385,0.37496538475155833
0.37,-0.020945812,0.3909458116441965
0.21,-0.1603781,0.37037809848785397
0.23,-0.050917022,0.2809170219302177
0.17,-0.19735074,0.3673507404327393
0.35,-0.09572004,0.445720037817955
0.55,0.18728364,0.3627163648605347
0.06,-0.23111658,0.2911165779829025
0.06,-0.2670186,0.327018586397171
0.29,-0.029624168,0.31962416782975195
0.51,0.10326132,0.4067386782169342
0.76,0.32989687,0.43010313272476197
0.44,0.08760919,0.3523908132314682
0.34,-0.062811606,0.40281160563230517
0.25,-0.053674966,0.30367496609687805
0.34,0.046889205,0.293110795468092
0.68,0.3297916,0.35020839452743535
0.51,0.20016445,0.30983554780483247
0.46,0.03391562,0.4260843797028065
0.07,-0.27193725,0.3419372510910034
0.44,0.16306314,0.2769368612766266
0.42,0.11049564,0.30950435817241667
0.27,-0.034059644,0.3040596437454224
0.2,-0.0128186885,0.21281868852674962
0.21,-0.18149433,0.39149432539939877
0.55,0.20973203,0.34026797413825993
0.36,0.032033715,0.32796628460288046
0.66,0.3498411,0.3101589119434357
0.39,0.10182409,0.288175910115242
0.29,-0.03369905,0.3236990505456924
0.25,0.12136229,0.12863770872354507
0.39,0.06626789,0.3237321072816849
0.71,0.30454355,0.40545644521713253
0.61,0.3060828,0.30391721487045287
0.28,-0.077620864,0.3576208639144898
0.07,-0.29994237,0.36994237422943116
0.25,-0.13121413,0.38121412694454193
0.49,0.14617978,0.34382021963596343
0.31,0.006934408,0.30306559190154075
0.41,0.081648864,0.3283511361479759
0.2,-0.046822853,0.24682285338640214
0.18,-0.13863987,0.3186398673057556
0.58,0.3112716,0.268728392124176
0.39,0.0396031,0.3503969007730484
0.47,0.14812966,0.32187034308910367
0.27,-0.11469779,0.38469779163599016
0.54,0.11840263,0.42159736990928653
0.36,-0.03871829,0.3987182906270027
0.51,0.050960917,0.4590390829741955
0.15,-0.11539289,0.2653928935527802
0.25,-0.1103877,0.3603876978158951
0.18,-0.19603136,0.3760313618183136
0.26,-0.14025983,0.4002598321437836
0.29,-0.024812438,0.3148124375939369
0.05,-0.29642338,0.34642337560653685
0.45,0.12191512,0.32808488309383393
0.57,0.12983596,0.4401640367507934
0.43,0.007302269,0.4226977311260998
0.55,0.16036233,0.38963766694068913
0.23,-0.13092045,0.36092045485973356
0.29,-0.055207413,0.3452074126899242
0.09,-0.3004557,0.3904556894302368
0.22,-0.05383127,0.2738312718272209
0.31,-0.016115503,0.32611550338566303
0.43,-0.017831815,0.4478318154066801
0.35,-0.020953879,0.3709538787603378
0.37,0.07666412,0.29333588004112243
0.21,-0.13808632,0.3480863189697265
0.41,0.013752131,0.39624786920845506
0.27,-0.10117593,0.3711759266257286
0.35,-0.05182542,0.40182541906833646
0.29,-0.085060716,0.375060715675354
0.34,0.087431625,0.2525683754682541
0.6,0.15837866,0.44162133932113645
0.29,0.019522037,0.2704779626429081
0.28,-0.02740943,0.3074094305932522
0.0,-0.1870704,0.18707039952278137
0.31,-0.015714217,0.32571421697735786
0.28,-0.037198983,0.31719898313283923
0.19,-0.21311633,0.4031163328886032
0.52,0.1397484,0.3802516055107117
0.38,-0.0206529,0.40065289951860905
0.37,-0.013487209,0.38348720863461494
0.32,-0.0069087595,0.32690875947475434
0.64,0.3318016,0.3081984066963196
0.44,0.073040046,0.36695995420217514
0.24,-0.064347774,0.3043477737903595
0.49,-0.009890264,0.4998902639001608
0.34,-0.023287682,0.36328768186271193
0.37,-0.062060192,0.4320601922273636
0.25,-0.044304438,0.2943044379353523
0.26,-0.11414106,0.3741410619020462
0.21,-0.16033915,0.37033914685249325
0.4,0.05778689,0.3422131106257439
0.6,0.29069412,0.30930588245391843
0.57,0.16217265,0.4078273546695709
0.42,0.09778238,0.32221761912107466
0.21,-0.072807096,0.2828070959448814
0.11,-0.20673719,0.3167371904850006
0.31,0.019722153,0.2902778474986553
0.33,-0.026480954,0.35648095414042474
0.37,0.025028033,0.34497196681797504
0.24,-0.0672801,0.3072800987958908
0.19,-0.15417065,0.3441706472635269
0.11,-0.18560684,0.29560683727264403
0.52,0.22753626,0.29246373891830446
0.18,-0.108100265,0.2881002652645111
0.53,0.19883657,0.33116343498229983
0.35,-0.016227107,0.3662271074950695
0.39,-0.030718492,0.4207184923440218
0.5,0.11249602,0.387503981590271
0.46,0.15525004,0.30474995732307436
0.45,0.016956097,0.43304390348494054
0.57,0.027248543,0.5427514572441577
0.13,-0.19499049,0.32499048590660096
0.37,-0.061145775,0.4311457750201225
0.45,0.10302852,0.3469714790582657
0.16,-0.08639236,0.2463923579454422
0.46,-0.007231167,0.4672311670519412
0.52,0.15484989,0.36515011310577394
0.6,0.2942757,0.30572429895401
0.46,0.022483915,0.4375160849094391
0.34,-0.024141904,0.3641419039666653
0.23,-0.096541606,0.3265416058897972
0.4,-0.028520085,0.42852008491754534
0.36,0.050485462,0.30951453804969786
0.36,-0.027809646,0.38780964598059653
0.32,-0.009598978,0.3295989778637886
0.27,-0.08941771,0.3594177109003067
0.33,-0.037910677,0.3679106774926186
0.24,-0.1270405,0.3670405054092407
0.38,-0.023533752,0.4035337521880865
0.43,0.11876303,0.3112369704246521
0.26,-0.19863956,0.45863955676555634
0.31,-0.023327695,0.3333276952058077
0.35,-0.064973116,0.4149731159210205
0.15,-0.20448825,0.35448824763298037
0.17,-0.18831334,0.35831333518028263
0.69,0.347534,0.3424659991264343
0.04,-0.27859443,0.318594434261322
0.31,-0.1286083,0.438608301281929
0.42,0.03957382,0.3804261815547943
0.22,-0.05778914,0.2777891394495964
0.27,-0.06586955,0.3358695474267006
0.33,-0.05182702,0.38182702094316484
0.12,-0.18526256,0.3052625608444214
0.49,0.10293012,0.38706987887620925
0.72,0.31105006,0.4089499425888061
0.39,0.06103974,0.3289602616429329
0.24,-0.16168931,0.4016893112659454
0.03,-0.30387226,0.3338722574710846
0.23,-0.08415068,0.3141506794095039
0.28,-0.023169342,0.30316934242844584
0.33,-0.020125125,0.3501251246035099
0.58,0.26968086,0.31031914234161373
0.61,0.119536676,0.4904633244872093
0.44,0.14951235,0.2904876494407654
0.26,-0.018917274,0.2789172737300396
0.64,0.12605673,0.5139432692527771
0.14,-0.16851982,0.3085198247432709
0.29,-0.0127403485,0.30274034846574066
0.37,0.030058758,0.3399412416666746
0.04,-0.19775304,0.23775304198265076
0.29,-0.058283832,0.34828383192420004
0.24,-0.081496485,0.3214964845776558
0.63,0.23670503,0.3932949650287628
0.45,0.08581434,0.36418565809726716
0.21,-0.08156488,0.2915648809075355
0.12,-0.17843586,0.29843586206436157
0.77,0.43327618,0.3367238235473633
0.26,-0.10253521,0.3625352105498314
0.3,-0.003562677,0.3035626769531518
0.05,-0.2764948,0.3264948010444641
0.3,-0.009200369,0.30920036900788544
0.1,-0.022029355,0.1220293551683426
0.69,0.25715363,0.4328463697433471
0.31,-0.0435693,0.35356930032372474
0.47,0.116716385,0.35328361511230466
0.49,0.14583024,0.3441697561740875
0.28,-0.053901143,0.3339011433720589
0.29,-0.027569152,0.3175691524147987
0.51,0.24670625,0.2632937526702881
0.08,-0.2532618,0.3332618045806885
0.54,0.3265439,0.21345610260963443
0.47,0.14341053,0.32658946633338926
0.12,-0.23437616,0.3543761622905731
0.36,0.039004378,0.3209956219792366
0.28,0.013949761,0.2660502388328314
0.27,-0.038421102,0.30842110186815264
0.35,-0.046674207,0.3966742068529129
0.06,-0.18365213,0.2436521327495575
0.69,0.19250637,0.49749362707138056
0.23,-0.064298436,0.29429843604564665
0.01,-0.23350608,0.24350608348846436
0.39,-0.033701856,0.4237018556892872
0.36,0.12152007,0.238479927778244
